,Date,Precip,DOY,YEAR,Watershed_x,Flow_Ls,Flow_cfs,Flow_cmday,MEF_SnowDepth_cm,Max_Temp_F,Min_Temp_F,Precip_in,Snow_in,DNR_SnowDepth_in,Watershed_y,WTE,Flag,Peatland,DepthtoFrost,FrostThickness,FrostPerc,DNR_SnowDepth_cm,FrostThickness_cm,DOWY,WYEAR
976,1997-09-03,0.0,246,1997,S2,0.0,0.0,0.0,,72.0,37.0,0.0,0.0,0.0,S2,421.94,M,,,,,0.0,,337,1997
977,1997-09-04,0.03,247,1997,S2,0.0,0.0,0.0,,74.0,42.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,338,1997
978,1997-09-05,0.0,248,1997,S2,0.0,0.0,0.0,,87.0,58.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,339,1997
979,1997-09-06,0.08,249,1997,S2,0.0,0.0,0.0,,73.0,59.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,340,1997
980,1997-09-07,0.0,250,1997,S2,0.0,0.0,0.0,,66.0,57.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,341,1997
981,1997-09-08,0.89,251,1997,S2,0.0,0.0,0.0,,80.0,57.0,0.01,0.0,0.0,S2,421.95,M,,,,,0.0,,342,1997
982,1997-09-09,0.0,252,1997,S2,0.0,0.0,0.0,,71.0,49.0,0.0,0.0,0.0,S2,421.94,M,,,,,0.0,,343,1997
983,1997-09-10,0.0,253,1997,S2,0.0,0.0,0.0,,73.0,41.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,344,1997
984,1997-09-11,0.0,254,1997,S2,0.0,0.0,0.0,,78.0,43.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,345,1997
985,1997-09-12,0.03,255,1997,S2,0.0,0.0,0.0,,64.0,47.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,346,1997
986,1997-09-13,0.0,256,1997,S2,0.0,0.0,0.0,,67.0,56.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,347,1997
987,1997-09-14,0.71,257,1997,S2,0.0,0.0,0.0,,83.0,56.0,0.18,0.0,0.0,S2,421.94,M,,,,,0.0,,348,1997
988,1997-09-15,0.18,258,1997,S2,0.0,0.0,0.0,,72.0,56.0,0.15,0.0,0.0,S2,421.94,M,,,,,0.0,,349,1997
989,1997-09-16,5.26,259,1997,S2,2.41,0.08511,0.21466,,71.0,55.0,1.1,0.0,0.0,S2,422.04,M,,,,,0.0,,350,1997
990,1997-09-17,0.0,260,1997,S2,2.13,0.07522,0.18972,,71.0,49.0,0.0,0.0,0.0,S2,422.02,M,,,,,0.0,,351,1997
991,1997-09-18,0.0,261,1997,S2,0.92,0.03249,0.08195,,68.0,48.0,0.04,0.0,0.0,S2,422.0,M,,,,,0.0,,352,1997
992,1997-09-19,0.0,262,1997,S2,0.36,0.01271,0.03207,,63.0,44.0,,0.0,0.0,S2,421.99,M,,,,,0.0,,353,1997
993,1997-09-20,0.03,263,1997,S2,0.18,0.00636,0.01603,,60.0,35.0,0.0,0.0,0.0,S2,421.99,M,,,,,0.0,,354,1997
994,1997-09-21,0.0,264,1997,S2,0.09,0.00318,0.00802,,67.0,33.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,355,1997
995,1997-09-22,0.0,265,1997,S2,0.04,0.00141,0.00356,,69.0,44.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,356,1997
996,1997-09-23,0.0,266,1997,S2,0.006,0.00021,0.00053,,66.0,36.0,0.0,0.0,0.0,S2,421.97,M,,,,,0.0,,357,1997
997,1997-09-24,0.0,267,1997,S2,0.001,4e-05,9e-05,,77.0,47.0,0.0,0.0,0.0,S2,421.97,M,,,,,0.0,,358,1997
998,1997-09-25,0.0,268,1997,S2,0.0,0.0,0.0,,79.0,47.0,0.0,0.0,0.0,S2,421.97,M,,,,,0.0,,359,1997
999,1997-09-26,0.0,269,1997,S2,0.0,0.0,0.0,,77.0,42.0,0.0,0.0,0.0,S2,421.97,M,,,,,0.0,,360,1997
1000,1997-09-27,1.57,270,1997,S2,0.01,0.00035,0.00089,,69.0,54.0,0.15,0.0,0.0,S2,422.0,M,,,,,0.0,,361,1997
1001,1997-09-28,0.97,271,1997,S2,0.88,0.03108,0.07838,,64.0,50.0,0.42,0.0,0.0,S2,422.0,M,,,,,0.0,,362,1997
1002,1997-09-29,0.41,272,1997,S2,0.55,0.01942,0.04899,,57.0,49.0,0.04,0.0,0.0,S2,422.0,M,,,,,0.0,,363,1997
1003,1997-09-30,0.0,273,1997,S2,0.36,0.01271,0.03207,,60.0,47.0,0.0,0.0,0.0,S2,422.0,M,,,,,0.0,,364,1997
1004,1997-10-01,0.0,274,1997,S2,0.19,0.00671,0.01692,,64.0,38.0,0.0,0.0,0.0,S2,421.99,M,,,,,0.0,,0,1998
1005,1997-10-02,0.0,275,1997,S2,0.1,0.00353,0.00891,,82.0,43.0,0.0,0.0,0.0,S2,421.99,M,,,,,0.0,,1,1998
1006,1997-10-03,0.15,276,1997,S2,0.06,0.00212,0.00534,,75.0,50.0,0.06,0.0,0.0,S2,421.99,M,,,,,0.0,,2,1998
1007,1997-10-04,0.0,277,1997,S2,0.03,0.00106,0.00267,,73.0,47.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,3,1998
1008,1997-10-05,0.46,278,1997,S2,0.07,0.00247,0.00624,,74.0,49.0,0.26,0.0,0.0,S2,421.99,M,,,,,0.0,,4,1998
1009,1997-10-06,0.0,279,1997,S2,0.03,0.00106,0.00267,,72.0,45.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,5,1998
1010,1997-10-07,0.66,280,1997,S2,0.12,0.00424,0.01069,,63.0,43.0,0.02,0.0,0.0,S2,422.0,M,,,,,0.0,,6,1998
1011,1997-10-08,0.36,281,1997,S2,0.16,0.00565,0.01425,,75.0,61.0,0.03,0.0,0.0,S2,421.99,M,,,,,0.0,,7,1998
1012,1997-10-09,0.08,282,1997,S2,0.15,0.0053,0.01336,,,36.0,0.14,0.0,0.0,S2,422.0,M,,,,,0.0,,8,1998
1013,1997-10-10,0.0,283,1997,S2,0.07,0.00247,0.00624,,62.0,29.0,0.0,0.0,0.0,S2,421.99,M,,,,,0.0,,9,1998
1014,1997-10-11,1.83,284,1997,S2,1.28,0.0452,0.11401,,69.0,50.0,0.32,0.0,0.0,S2,422.02,M,,,,,0.0,,10,1998
1015,1997-10-12,1.85,285,1997,S2,1.7,0.06004,0.15142,,69.0,56.0,0.89,0.0,0.0,S2,422.03,M,,,,,0.0,,11,1998
1016,1997-10-13,0.25,286,1997,S2,3.04,0.10736,0.27078,,56.0,29.0,0.41,0.6,,S2,422.04,M,,,,,,,12,1998
1017,1997-10-14,0.38,287,1997,S2,1.86,0.06569,0.16567,,42.0,30.0,0.02,,,S2,422.02,M,,,,,,,13,1998
1018,1997-10-15,0.0,288,1997,S2,1.2,0.04238,0.10689,,58.0,27.0,0.0,0.0,0.0,S2,422.01,M,,,,,0.0,,14,1998
1019,1997-10-16,0.0,289,1997,S2,0.71,0.02507,0.06324,,57.0,27.0,0.0,0.0,0.0,S2,422.0,M,,,,,0.0,,15,1998
1020,1997-10-17,0.0,290,1997,S2,0.4,0.01413,0.03563,,66.0,32.0,0.0,0.0,0.0,S2,422.0,M,,,,,0.0,,16,1998
1021,1997-10-18,0.0,291,1997,S2,0.27,0.00954,0.02405,,67.0,42.0,0.0,0.0,0.0,S2,422.0,M,,,,,0.0,,17,1998
1022,1997-10-19,0.03,292,1997,S2,0.2,0.00706,0.01781,,51.0,35.0,,,0.0,S2,422.0,M,,,,,0.0,,18,1998
1023,1997-10-20,0.05,293,1997,S2,0.13,0.00459,0.01158,,48.0,32.0,0.0,0.0,0.0,S2,421.99,M,,,,,0.0,,19,1998
1024,1997-10-21,0.0,294,1997,S2,0.08,0.00283,0.00713,,34.0,26.0,0.0,0.0,0.0,S2,421.99,M,,,,,0.0,,20,1998
1025,1997-10-22,0.0,295,1997,S2,0.06,0.00212,0.00534,,39.0,26.0,,,,S2,421.99,M,,,,,,,21,1998
1026,1997-10-23,0.0,296,1997,S2,0.05,0.00177,0.00445,,43.0,31.0,,,,S2,421.99,M,,,,,,,22,1998
1027,1997-10-24,0.05,297,1997,S2,0.02,0.00071,0.00178,,32.0,26.0,,,,S2,421.98,M,,,,,,,23,1998
1028,1997-10-25,0.0,298,1997,S2,0.01,0.00035,0.00089,,30.0,26.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,24,1998
1029,1997-10-26,0.0,299,1997,S2,0.007,0.00025,0.00062,,39.0,20.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,25,1998
1030,1997-10-27,0.0,300,1997,S2,0.004,0.00014,0.00036,,42.0,15.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,26,1998
1031,1997-10-28,0.0,301,1997,S2,0.008,0.00028,0.00071,,54.0,27.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,27,1998
1032,1997-10-29,0.03,302,1997,S2,0.01,0.00035,0.00089,,46.0,30.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,28,1998
1033,1997-10-30,0.36,303,1997,S2,0.03,0.00106,0.00267,,42.0,34.0,0.11,0.0,0.0,S2,421.99,M,,,,,0.0,,29,1998
1034,1997-10-31,0.74,304,1997,S2,0.19,0.00671,0.01692,,49.0,42.0,0.26,,,S2,422.0,M,,,,,,,30,1998
1035,1997-11-01,0.56,305,1997,S2,0.46,0.01624,0.04097,,43.0,31.0,0.17,0.8,1.0,S2,422.0,M,,,,,2.54,,31,1998
1036,1997-11-02,1.45,306,1997,S2,0.41,0.01448,0.03652,,34.0,30.0,0.47,2.2,3.0,S2,422.0,M,,,,,7.62,,32,1998
1037,1997-11-03,0.0,307,1997,S2,0.33,0.01165,0.02939,,30.0,25.0,0.03,0.1,3.0,S2,422.0,M,,,,,7.62,,33,1998
1038,1997-11-04,0.0,308,1997,S2,0.23,0.00812,0.02049,,31.0,23.0,0.0,0.0,3.0,S2,422.0,M,,,,,7.62,,34,1998
1039,1997-11-05,0.0,309,1997,S2,0.16,0.00565,0.01425,,33.0,25.0,0.0,0.0,3.0,S2,421.99,M,,,,,7.62,,35,1998
1040,1997-11-06,0.0,310,1997,S2,0.13,0.00459,0.01158,,40.0,24.0,0.0,0.0,2.0,S2,421.99,M,,,,,5.08,,36,1998
1041,1997-11-07,0.0,311,1997,S2,0.14,0.00494,0.01247,,37.0,34.0,0.0,0.0,1.0,S2,421.99,M,,,,,2.54,,37,1998
1042,1997-11-08,0.0,312,1997,S2,0.28,0.00989,0.02494,,38.0,33.0,0.04,0.5,1.0,S2,422.0,M,,,,,2.54,,38,1998
1043,1997-11-09,0.15,313,1997,S2,0.38,0.01342,0.03385,,34.0,26.0,0.03,0.2,,S2,422.0,M,,,,,,,39,1998
1044,1997-11-10,0.05,314,1997,S2,0.28,0.00989,0.02494,,34.0,17.0,,,,S2,422.0,M,,,,,,,40,1998
1045,1997-11-11,0.0,315,1997,S2,0.17,0.006,0.01514,,27.0,12.0,,,,S2,422.0,M,,,,,,,41,1998
1046,1997-11-12,0.0,316,1997,S2,0.1,0.00353,0.00891,,25.0,9.0,,,,S2,421.99,M,,,,,,,42,1998
1047,1997-11-13,0.56,317,1997,S2,0.08,0.00283,0.00713,,26.0,21.0,0.19,2.4,2.0,S2,421.99,M,,,,,5.08,,43,1998
1048,1997-11-14,0.03,318,1997,S2,0.07,0.00247,0.00624,,29.0,14.0,,,2.0,S2,421.99,M,,,,,5.08,,44,1998
1049,1997-11-15,0.08,319,1997,S2,0.04,0.00141,0.00356,,28.0,16.0,0.0,0.0,2.0,S2,421.99,M,,,,,5.08,,45,1998
1050,1997-11-16,0.0,320,1997,S2,0.03,0.00106,0.00267,,34.0,7.0,0.0,0.0,2.0,S2,421.99,M,,,,,5.08,,46,1998
1051,1997-11-17,0.0,321,1997,S2,0.01,0.00035,0.00089,,34.0,6.0,0.0,0.0,2.0,S2,421.99,M,,,,,5.08,,47,1998
1052,1997-11-18,0.0,322,1997,S2,0.01,0.00035,0.00089,,27.0,7.0,,0.2,2.0,S2,421.98,M,,,,,5.08,,48,1998
1053,1997-11-19,0.0,323,1997,S2,0.007,0.00025,0.00062,,27.0,17.0,0.0,0.0,2.0,S2,421.98,M,,,,,5.08,,49,1998
1054,1997-11-20,0.0,324,1997,S2,0.006,0.00021,0.00053,,28.0,18.0,0.0,0.0,2.0,S2,421.98,M,,,,,5.08,,50,1998
1055,1997-11-21,0.58,325,1997,S2,0.006,0.00021,0.00053,,22.0,11.0,0.24,2.5,5.0,S2,421.97,M,,,,,12.7,,51,1998
1056,1997-11-22,0.33,326,1997,S2,0.006,0.00021,0.00053,,25.0,11.0,0.1,1.0,6.0,S2,421.97,M,,,,,15.24,,52,1998
1057,1997-11-23,0.0,327,1997,S2,0.007,0.00025,0.00062,,19.0,-3.0,,,6.0,S2,421.97,M,,,,,15.24,,53,1998
1058,1997-11-24,0.0,328,1997,S2,0.005,0.00018,0.00045,,28.0,-7.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,54,1998
1059,1997-11-25,0.0,329,1997,S2,0.006,0.00021,0.00053,,45.0,25.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,55,1998
1060,1997-11-26,0.0,330,1997,S2,0.005,0.00018,0.00045,,43.0,27.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,56,1998
1061,1997-11-27,0.08,331,1997,S2,0.006,0.00021,0.00053,,47.0,23.0,,,5.0,S2,421.97,M,,,,,12.7,,57,1998
1062,1997-11-28,0.0,332,1997,S2,0.005,0.00018,0.00045,,47.0,17.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,58,1998
1063,1997-11-29,0.0,333,1997,S2,0.003,0.00011,0.00027,,47.0,20.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,59,1998
1064,1997-11-30,0.0,334,1997,S2,0.003,0.00011,0.00027,,33.0,27.0,0.0,0.0,4.0,S2,421.97,M,,,,,10.16,,60,1998
1065,1997-12-01,0.0,335,1997,S2,0.003,0.00011,0.00027,,30.0,27.0,0.0,0.0,4.0,S2,421.97,M,,,,,10.16,,61,1998
1066,1997-12-02,0.08,336,1997,S2,0.002,7e-05,0.00018,,32.0,29.0,0.02,,4.0,S2,421.97,M,,,,,10.16,,62,1998
1067,1997-12-03,0.0,337,1997,S2,0.003,0.00011,0.00027,,29.0,24.0,0.01,0.4,4.0,S2,421.97,M,,,,,10.16,,63,1998
1068,1997-12-04,0.25,338,1997,S2,0.003,0.00011,0.00027,,26.0,15.0,0.07,0.7,5.0,S2,421.97,M,,,,,12.7,,64,1998
1069,1997-12-05,0.18,339,1997,S2,0.002,7e-05,0.00018,,26.0,15.0,0.04,0.4,5.0,S2,421.97,M,,,,,12.7,,65,1998
1070,1997-12-06,0.0,340,1997,S2,0.002,7e-05,0.00018,,35.0,24.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,66,1998
1071,1997-12-07,0.0,341,1997,S2,0.002,7e-05,0.00018,,29.0,13.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,67,1998
1072,1997-12-08,0.0,342,1997,S2,0.002,7e-05,0.00018,,25.0,13.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,68,1998
1073,1997-12-09,0.0,343,1997,S2,0.002,7e-05,0.00018,,30.0,23.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,69,1998
1074,1997-12-10,0.0,344,1997,S2,0.001,4e-05,9e-05,,30.0,19.0,0.0,0.0,5.0,S2,421.97,M,,,,,12.7,,70,1998
1075,1997-12-11,0.0,345,1997,S2,0.001,4e-05,9e-05,,25.0,18.0,,,5.0,S2,421.97,M,,,,,12.7,,71,1998
1076,1997-12-12,0.0,346,1997,S2,0.001,4e-05,9e-05,,33.0,16.0,0.0,0.0,5.0,S2,421.96,M,,,,,12.7,,72,1998
1077,1997-12-13,0.0,347,1997,S2,0.0,0.0,0.0,,34.0,20.0,0.0,0.0,5.0,S2,421.96,M,,,,,12.7,,73,1998
1078,1997-12-14,0.0,348,1997,S2,0.0,0.0,0.0,,47.0,21.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,74,1998
1079,1997-12-15,0.0,349,1997,S2,0.001,4e-05,9e-05,,46.0,20.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,75,1998
1080,1997-12-16,0.0,350,1997,S2,0.001,4e-05,9e-05,,44.0,22.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,76,1998
1081,1997-12-17,0.08,351,1997,S2,0.001,4e-05,9e-05,,38.0,19.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,77,1998
1082,1997-12-18,0.0,352,1997,S2,0.001,4e-05,9e-05,,46.0,21.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,78,1998
1083,1997-12-19,0.0,353,1997,S2,0.0,0.0,0.0,,32.0,17.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,79,1998
1084,1997-12-20,0.0,354,1997,S2,0.0,0.0,0.0,,31.0,15.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,80,1998
1085,1997-12-21,0.0,355,1997,S2,0.0,0.0,0.0,,34.0,13.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,81,1998
1086,1997-12-22,0.0,356,1997,S2,0.0,0.0,0.0,,28.0,21.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,82,1998
1087,1997-12-23,0.0,357,1997,S2,0.0,0.0,0.0,,36.0,14.0,0.0,0.0,4.0,S2,421.96,M,,,,,10.16,,83,1998
1088,1997-12-24,0.0,358,1997,S2,0.0,0.0,0.0,,27.0,19.0,0.0,0.0,4.0,S2,421.95,M,,,,,10.16,,84,1998
1089,1997-12-25,0.0,359,1997,S2,0.0,0.0,0.0,,27.0,21.0,0.0,0.0,4.0,S2,421.95,M,,,,,10.16,,85,1998
1090,1997-12-26,0.0,360,1997,S2,0.0,0.0,0.0,,28.0,-1.0,0.02,0.3,5.0,S2,421.95,M,,,,,12.7,,86,1998
1091,1997-12-27,0.0,361,1997,S2,0.0,0.0,0.0,,24.0,-1.0,0.0,0.0,5.0,S2,421.95,M,,,,,12.7,,87,1998
1092,1997-12-28,0.05,362,1997,S2,0.0,0.0,0.0,,25.0,14.0,0.05,0.7,6.0,S2,421.95,M,,,,,15.24,,88,1998
1093,1997-12-29,0.0,363,1997,S2,0.0,0.0,0.0,,27.0,13.0,,,6.0,S2,421.95,M,,,,,15.24,,89,1998
1094,1997-12-30,0.15,364,1997,S2,0.0,0.0,0.0,,23.0,-3.0,0.02,0.3,6.0,S2,421.95,M,,,,,15.24,,90,1998
1095,1997-12-31,0.0,365,1997,S2,0.0,0.0,0.0,,14.0,-15.0,0.0,0.0,6.0,S2,421.95,M,,,,,15.24,,91,1998
1096,1998-01-01,0.0,1,1998,S2,0.0,0.0,0.0,,37.0,14.0,0.0,0.0,6.0,S2,421.95,M,,,,,15.24,,92,1998
1097,1998-01-02,0.0,2,1998,S2,0.0,0.0,0.0,,39.0,19.0,0.0,0.0,6.0,S2,421.94,M,,,,,15.24,,93,1998
1098,1998-01-03,0.0,3,1998,S2,0.0,0.0,0.0,,20.0,-7.0,0.0,0.0,6.0,S2,421.94,M,,,,,15.24,,94,1998
1099,1998-01-04,0.0,4,1998,S2,0.0,0.0,0.0,,20.0,-8.0,0.0,0.0,6.0,S2,421.94,M,,,,,15.24,,95,1998
1100,1998-01-05,0.25,5,1998,S2,0.0,0.0,0.0,,31.0,20.0,0.1,1.3,7.0,S2,421.94,M,,,,,17.78,,96,1998
1101,1998-01-06,0.15,6,1998,S2,0.0,0.0,0.0,,30.0,12.0,0.02,0.3,7.0,S2,421.94,M,,,,,17.78,,97,1998
1102,1998-01-07,0.0,7,1998,S2,0.0,0.0,0.0,,22.0,11.0,0.0,0.0,7.0,S2,421.94,M,,,,,17.78,,98,1998
1103,1998-01-08,0.0,8,1998,S2,0.0,0.0,0.0,,32.0,22.0,0.0,0.0,7.0,S2,421.93,M,,,,,17.78,,99,1998
1104,1998-01-09,0.38,9,1998,S2,0.0,0.0,0.0,,23.0,-9.0,0.28,2.7,9.0,S2,421.93,M,,,,,22.86,,100,1998
1105,1998-01-10,0.13,10,1998,S2,0.0,0.0,0.0,,-2.0,-13.0,0.04,0.4,9.0,S2,421.93,M,,,,,22.86,,101,1998
1106,1998-01-11,0.23,11,1998,S2,0.0,0.0,0.0,,3.0,-8.0,0.08,0.8,10.0,S2,421.93,M,,,,,25.4,,102,1998
1107,1998-01-12,0.05,12,1998,S2,0.0,0.0,0.0,,0.0,-17.0,,,9.0,S2,421.93,M,,,,,22.86,,103,1998
1108,1998-01-13,0.0,13,1998,S2,0.0,0.0,0.0,,4.0,-20.0,0.0,0.0,9.0,S2,421.93,M,,,,,22.86,,104,1998
1109,1998-01-14,0.2,14,1998,S2,0.0,0.0,0.0,,15.0,-9.0,0.16,1.5,10.0,S2,421.92,M,,,,,25.4,,105,1998
1110,1998-01-15,0.0,15,1998,S2,0.0,0.0,0.0,,22.0,-11.0,0.0,0.0,10.0,S2,421.92,M,,,,,25.4,,106,1998
1111,1998-01-16,0.05,16,1998,S2,0.0,0.0,0.0,,24.0,18.0,0.01,0.2,10.0,S2,421.92,M,,,,,25.4,,107,1998
1112,1998-01-17,0.18,17,1998,S2,0.0,0.0,0.0,,26.0,16.0,0.1,1.1,11.0,S2,421.92,M,,,,,27.94,,108,1998
1113,1998-01-18,0.0,18,1998,S2,0.0,0.0,0.0,,21.0,9.0,0.0,0.0,11.0,S2,421.92,M,,,,,27.94,,109,1998
1114,1998-01-19,0.0,19,1998,S2,0.0,0.0,0.0,,27.0,1.0,0.0,0.0,11.0,S2,421.91,M,,,,,27.94,,110,1998
1115,1998-01-20,0.0,20,1998,S2,0.0,0.0,0.0,,22.0,-8.0,,,10.0,S2,421.91,M,,,,,25.4,,111,1998
1116,1998-01-21,0.0,21,1998,S2,0.0,0.0,0.0,,25.0,18.0,0.01,0.2,10.0,S2,421.91,M,,,,,25.4,,112,1998
1117,1998-01-22,0.13,22,1998,S2,0.0,0.0,0.0,,28.0,21.0,0.04,0.6,11.0,S2,421.91,M,,,,,27.94,,113,1998
1118,1998-01-23,0.18,23,1998,S2,0.0,0.0,0.0,,30.0,19.0,0.05,0.6,11.0,S2,421.91,M,,,,,27.94,,114,1998
1119,1998-01-24,0.03,24,1998,S2,0.0,0.0,0.0,,25.0,18.0,0.0,0.0,11.0,S2,421.91,M,,,,,27.94,,115,1998
1120,1998-01-25,0.23,25,1998,S2,0.0,0.0,0.0,,25.0,17.0,0.08,1.0,12.0,S2,421.91,M,,,,,30.48,,116,1998
1121,1998-01-26,0.0,26,1998,S2,0.0,0.0,0.0,,25.0,19.0,,,12.0,S2,421.91,M,,,,,30.48,,117,1998
1122,1998-01-27,0.0,27,1998,S2,0.0,0.0,0.0,,35.0,20.0,,,12.0,S2,421.91,M,,,,,30.48,,118,1998
1123,1998-01-28,0.0,28,1998,S2,0.0,0.0,0.0,,37.0,12.0,0.0,0.0,11.0,S2,421.91,M,,,,,27.94,,119,1998
1124,1998-01-29,0.0,29,1998,S2,0.0,0.0,0.0,,27.0,10.0,0.0,0.0,11.0,S2,421.91,M,,,,,27.94,,120,1998
1125,1998-01-30,0.0,30,1998,S2,0.0,0.0,0.0,,31.0,20.0,0.0,0.0,11.0,S2,421.91,M,,,,,27.94,,121,1998
1126,1998-01-31,0.0,31,1998,S2,0.0,0.0,0.0,,33.0,23.0,0.0,0.0,11.0,S2,421.91,M,,,,,27.94,,122,1998
1127,1998-02-01,0.0,32,1998,S2,0.0,0.0,0.0,,31.0,23.0,0.0,0.0,11.0,S2,421.91,M,,,,,27.94,,123,1998
1128,1998-02-02,0.1,33,1998,S2,0.0,0.0,0.0,,26.0,1.0,0.02,0.5,11.0,S2,421.91,M,,,,,27.94,,124,1998
1129,1998-02-03,0.0,34,1998,S2,0.0,0.0,0.0,,30.0,-6.0,0.0,0.0,11.0,S2,421.9,M,,,,,27.94,,125,1998
1130,1998-02-04,0.0,35,1998,S2,0.0,0.0,0.0,,38.0,0.0,0.0,0.0,11.0,S2,421.9,M,,,,,27.94,,126,1998
1131,1998-02-05,0.0,36,1998,S2,0.0,0.0,0.0,,38.0,0.0,,,11.0,S2,421.9,M,,,,,27.94,,127,1998
1132,1998-02-06,0.0,37,1998,S2,0.0,0.0,0.0,,35.0,4.0,,,11.0,S2,421.9,M,,,,,27.94,,128,1998
1133,1998-02-07,0.0,38,1998,S2,0.0,0.0,0.0,,49.0,10.0,0.0,0.0,11.0,S2,421.9,M,,,,,27.94,,129,1998
1134,1998-02-08,0.0,39,1998,S2,0.0,0.0,0.0,,48.0,13.0,0.0,0.0,11.0,S2,421.9,M,,,,,27.94,,130,1998
1135,1998-02-09,0.0,40,1998,S2,0.0,0.0,0.0,,39.0,22.0,0.0,0.0,11.0,S2,421.9,M,,,,,27.94,,131,1998
1136,1998-02-10,0.0,41,1998,S2,0.0,0.0,0.0,,32.0,26.0,0.0,0.0,11.0,S2,421.9,M,,,,,27.94,,132,1998
1137,1998-02-11,0.0,42,1998,S2,0.0,0.0,0.0,,27.0,13.0,0.0,0.0,11.0,S2,421.9,M,,,,,27.94,,133,1998
1138,1998-02-12,0.0,43,1998,S2,0.0,0.0,0.0,,33.0,9.0,0.0,0.0,11.0,S2,421.9,M,,,,,27.94,,134,1998
1139,1998-02-13,0.05,44,1998,S2,0.0,0.0,0.0,,32.0,20.0,0.05,0.5,11.0,S2,421.9,M,,,,,27.94,,135,1998
1140,1998-02-14,0.38,45,1998,S2,0.0,0.0,0.0,,30.0,20.0,0.06,0.9,12.0,S2,421.9,M,,,,,30.48,,136,1998
1141,1998-02-15,0.0,46,1998,S2,0.0,0.0,0.0,,39.0,29.0,,0.0,11.0,S2,421.9,M,,,,,27.94,,137,1998
1142,1998-02-16,0.43,47,1998,S2,0.0,0.0,0.0,,41.0,37.0,0.1,0.0,9.0,S2,421.91,M,,,,,22.86,,138,1998
1143,1998-02-17,0.05,48,1998,S2,0.0,0.0,0.0,,44.0,36.0,0.05,0.0,7.0,S2,421.95,M,,,,,17.78,,139,1998
1144,1998-02-18,0.03,49,1998,S2,0.003,0.00011,0.00027,15.066666666666666,38.0,33.0,0.01,0.0,5.0,S2,421.95,M,S2,0.0,3.0,10.0,12.7,7.62,140,1998
1145,1998-02-19,0.0,50,1998,S2,0.008,0.00028,0.00071,,45.0,32.0,,0.0,4.0,S2,421.95,M,,,,,10.16,,141,1998
1146,1998-02-20,0.0,51,1998,S2,0.005,0.00018,0.00045,,40.0,28.0,0.0,0.0,4.0,S2,421.95,M,,,,,10.16,,142,1998
1147,1998-02-21,0.0,52,1998,S2,0.009,0.00032,0.0008,,38.0,25.0,0.0,0.0,3.0,S2,421.94,M,,,,,7.62,,143,1998
1148,1998-02-22,0.0,53,1998,S2,0.02,0.00071,0.00178,,48.0,31.0,0.0,0.0,2.0,S2,421.96,M,,,,,5.08,,144,1998
1149,1998-02-23,0.13,54,1998,S2,0.1,0.00353,0.00891,,45.0,34.0,0.08,0.0,1.0,S2,421.99,M,,,,,2.54,,145,1998
1150,1998-02-24,0.0,55,1998,S2,0.12,0.00424,0.01069,,55.0,32.0,0.0,0.0,0.0,S2,422.0,M,,,,,0.0,,146,1998
1151,1998-02-25,0.08,56,1998,S2,0.13,0.00459,0.01158,,44.0,32.0,0.05,0.0,0.0,S2,421.99,M,S2,0.0,0.0,0.0,0.0,0.0,147,1998
