"Date","STATION","MAXC","MINC","FLAG"
2007-06-14,"South",31,18,NA
2007-06-15,"South",29,16,NA
2007-06-16,"South",27,13,NA
2007-06-17,"South",26,13,NA
2007-06-18,"South",26,15,NA
2007-06-19,"South",21,9,NA
2007-06-20,"South",26,9,NA
2007-06-21,"South",28,8,NA
2007-06-22,"South",29,11,NA
2007-06-23,"South",31,17,NA
2007-06-24,"South",30,17,NA
2007-06-25,"South",31,18,NA
2007-06-26,"South",28,13,NA
2007-06-27,"South",24,12,NA
2007-06-28,"South",24,10,NA
2007-06-29,"South",26,8,NA
2007-06-30,"South",28,9,NA
2007-07-01,"South",25,13,NA
2007-07-02,"South",22,12,NA
2007-07-03,"South",25,16,NA
2007-07-04,"South",29,15,NA
2007-07-05,"South",27,13,NA
2007-07-06,"South",29,12,NA
2007-07-07,"South",33,13,NA
2007-07-08,"South",30,18,NA
2007-07-09,"South",27,14,NA
2007-07-10,"South",18,11,NA
2007-07-11,"South",21,10,NA
2007-07-12,"South",22,8,NA
2007-07-13,"South",19,6,NA
2007-07-14,"South",23,11,NA
2007-07-15,"South",22,9,NA
2007-07-16,"South",28,8,NA
2007-07-17,"South",29,13,NA
2007-07-18,"South",29,12,NA
2007-07-19,"South",26,9,NA
2007-07-20,"South",27,7,NA
2007-07-21,"South",29,9,NA
2007-07-22,"South",28,17,NA
2007-07-23,"South",35,18,NA
2007-07-24,"South",34,18,NA
2007-07-25,"South",34,19,NA
2007-07-26,"South",30,16,NA
2007-07-27,"South",32,14,NA
2007-07-28,"South",32,13,NA
2007-07-29,"South",32,13,NA
2007-07-30,"South",33,16,NA
2007-07-31,"South",33,17,NA
2007-08-01,"South",28,13,NA
2007-08-02,"South",27,11,NA
2007-08-03,"South",29,9,NA
2007-08-04,"South",30,16,NA
2007-08-05,"South",24,14,NA
2007-08-06,"South",23,12,NA
2007-08-07,"South",28,13,NA
2007-08-08,"South",29,11,NA
2007-08-09,"South",29,16,NA
2007-08-10,"South",33,16,NA
2007-08-11,"South",31,18,NA
2007-08-12,"South",24,11,NA
2007-08-13,"South",24,9,NA
2007-08-14,"South",26,15,NA
2007-08-15,"South",28,12,NA
2007-08-16,"South",23,6,NA
2007-08-17,"South",24,8,NA
2007-08-18,"South",23,7,NA
2007-08-19,"South",22,8,NA
2007-08-20,"South",17,12,NA
2007-08-21,"South",24,12,NA
2007-08-22,"South",30,11,NA
2007-08-23,"South",19,11,NA
2007-08-24,"South",21,8,NA
2007-08-25,"South",23,9,NA
2007-08-26,"South",23,7,NA
2007-08-27,"South",23,16,NA
2007-08-28,"South",20,10,NA
2007-08-29,"South",23,6,NA
2007-08-30,"South",24,6,NA
2007-08-31,"South",28,12,NA
2007-09-01,"South",29,12,NA
2007-09-02,"South",26,10,NA
2007-09-03,"South",24,9,NA
2007-09-04,"South",23,12,NA
2007-09-05,"South",32,14,NA
2007-09-06,"South",22,13,NA
2007-09-07,"South",21,10,NA
2007-09-08,"South",14,7,NA
2007-09-09,"South",14,4,NA
2007-09-10,"South",18,4,NA
2007-09-11,"South",10,5,NA
2007-09-12,"South",15,-2,NA
2007-09-13,"South",12,4,NA
2007-09-14,"South",8,-2,NA
2007-09-15,"South",15,-2,NA
2007-09-16,"South",22,4,NA
2007-09-17,"South",19,11,NA
2007-09-18,"South",21,12,NA
2007-09-19,"South",13,3,NA
2007-09-20,"South",14,3,NA
2007-09-21,"South",21,7,NA
2007-09-22,"South",21,4,NA
2007-09-23,"South",28,9,NA
2007-09-24,"South",24,13,NA
2007-09-25,"South",9,4,NA
2007-09-26,"South",16,1,NA
2007-09-27,"South",19,4,NA
2007-09-28,"South",17,1,NA
2007-09-29,"South",21,9,NA
2007-09-30,"South",18,10,NA
2007-10-01,"South",18,9,NA
2007-10-02,"South",19,9,NA
2007-10-03,"South",21,3,NA
2007-10-04,"South",19,6,NA
2007-10-05,"South",13,6,NA
2007-10-06,"South",17,10,NA
2007-10-07,"South",19,13,NA
2007-10-08,"South",16,4,NA
2007-10-09,"South",4,1,NA
2007-10-10,"South",7,1,NA
2007-10-11,"South",8,-2,NA
2007-10-12,"South",8,1,NA
2007-10-13,"South",13,1,NA
2007-10-14,"South",12,-1,NA
2007-10-15,"South",13,0,NA
2007-10-16,"South",8,5,NA
2007-10-17,"South",11,7,NA
2007-10-18,"South",12,10,NA
2007-10-19,"South",12,8,NA
2007-10-20,"South",14,2,NA
2007-10-21,"South",8,3,NA
2007-10-22,"South",10,-2,NA
2007-10-23,"South",10,-2,NA
2007-10-24,"South",9,0,NA
2007-10-25,"South",16,1,NA
2007-10-26,"South",14,-1,NA
2007-10-27,"South",8,-6,NA
2007-10-28,"South",8,-7,NA
2007-10-29,"South",16,-1,NA
2007-10-30,"South",17,3,NA
2007-10-31,"South",10,-2,NA
2007-11-01,"South",10,-6,NA
2007-11-02,"South",8,3,NA
2007-11-03,"South",8,-4,NA
2007-11-04,"South",7,-4,NA
2007-11-05,"South",-1,-1,NA
2007-11-06,"South",-2,-4,NA
2007-11-07,"South",1,-4,NA
2007-11-08,"South",1,-3,NA
2007-11-09,"South",1,-2,NA
2007-11-10,"South",1,-2,NA
2007-11-11,"South",9,-2,NA
2007-11-12,"South",10,1,NA
2007-11-13,"South",11,4,NA
2007-11-14,"South",5,-3,NA
2007-11-15,"South",-1,-3,NA
2007-11-16,"South",2,-3,NA
2007-11-17,"South",-1,-9,NA
2007-11-18,"South",2,-4,NA
2007-11-19,"South",7,-2,NA
2007-11-20,"South",0,-2,NA
2007-11-21,"South",-3,-11,NA
2007-11-22,"South",-7,-16,NA
2007-11-23,"South",-1,-11,NA
2007-11-24,"South",-3,-7,NA
2007-11-25,"South",2,-3,NA
2007-11-26,"South",-3,-16,NA
2007-11-27,"South",-12,-23,NA
2007-11-28,"South",-7,-18,NA
2007-11-29,"South",-13,-20,NA
2007-11-30,"South",-14,-23,NA
2007-12-01,"South",-7,-20,NA
2007-12-02,"South",-6,-17,NA
2007-12-03,"South",-10,-19,NA
2007-12-04,"South",-10,-16,NA
2007-12-05,"South",-14,-27,NA
2007-12-06,"South",-8,-27,NA
2007-12-07,"South",-16,-25,NA
2007-12-08,"South",-16,-31,NA
2007-12-09,"South",-16,-32,NA
2007-12-10,"South",-7,-26,NA
2007-12-11,"South",-9,-17,NA
2007-12-12,"South",-4,-15,NA
2007-12-13,"South",-4,-19,NA
2007-12-14,"South",-14,-28,NA
2007-12-15,"South",-8,-20,NA
2007-12-16,"South",-8,-16,NA
2007-12-17,"South",-3,-14,NA
2007-12-18,"South",-2,-14,NA
2007-12-19,"South",-3,-4,NA
2007-12-20,"South",-1,-6,NA
2007-12-21,"South",1,-3,NA
2007-12-22,"South",1,-17,NA
2007-12-23,"South",-7,-16,NA
2007-12-24,"South",-6,-14,NA
2007-12-25,"South",-1,-9,NA
2007-12-26,"South",-3,-11,NA
2007-12-27,"South",-7,-21,NA
2007-12-28,"South",-8,-21,NA
2007-12-29,"South",-6,-11,NA
2007-12-30,"South",-4,-9,NA
2007-12-31,"South",-6,-19,NA
2008-01-01,"South",-14,-22,NA
2008-01-02,"South",-13.5,-28,NA
2008-01-03,"South",-4,-13.5,NA
2008-01-04,"South",-4,-14.5,NA
2008-01-05,"South",0,-6,NA
2008-01-06,"South",5,-6,NA
2008-01-07,"South",2,-8,NA
2008-01-08,"South",-0.5,-8,NA
2008-01-09,"South",-5.5,-9.5,NA
2008-01-10,"South",-1.5,-7,NA
2008-01-11,"South",-4,-8,NA
2008-01-12,"South",-5,-8.5,NA
2008-01-13,"South",-5,-14,NA
2008-01-14,"South",-13,-24.5,NA
2008-01-15,"South",-7.5,-28,NA
2008-01-16,"South",-7.5,-19.5,NA
2008-01-17,"South",-13.5,-30,NA
2008-01-18,"South",-14.5,-29,NA
2008-01-19,"South",-21,-33.5,NA
2008-01-20,"South",-19,-32.5,NA
2008-01-21,"South",-15.5,-29,NA
2008-01-22,"South",-13,-27,NA
2008-01-23,"South",-18,-31.5,NA
2008-01-24,"South",-11.5,-33.5,NA
2008-01-25,"South",-8.5,-25,NA
2008-01-26,"South",-6,-16,NA
2008-01-27,"South",0.5,-19.5,NA
2008-01-28,"South",3,-5,NA
2008-01-29,"South",-1.5,-29,NA
2008-01-30,"South",-22.5,-31.5,NA
2008-01-31,"South",-14.5,-27,NA
2008-02-01,"South",-4,-19,NA
2008-02-02,"South",-4,-8,NA
2008-02-03,"South",-1,-8.5,NA
2008-02-04,"South",-1,-7,NA
2008-02-05,"South",-4,-18.5,NA
2008-02-06,"South",-5.5,-22.5,NA
2008-02-07,"South",-2,-16.5,NA
2008-02-08,"South",-5.5,-11.5,NA
2008-02-09,"South",-7,-27,NA
2008-02-10,"South",-21,-32.5,NA
2008-02-11,"South",-14,-36.5,NA
2008-02-12,"South",-9.5,-16,NA
2008-02-13,"South",-12.5,-22.5,NA
2008-02-14,"South",-16,-29,NA
2008-02-15,"South",-16.5,-33.5,NA
2008-02-16,"South",2,-20.5,NA
2008-02-17,"South",0,-15.5,NA
2008-02-18,"South",-13,-24,NA
2008-02-19,"South",-16.5,-32.5,NA
2008-02-20,"South",-14,-31.5,NA
2008-02-21,"South",-9.5,-31.5,NA
2008-02-22,"South",-4.5,-24.5,NA
2008-02-23,"South",1.5,-22.5,NA
2008-02-24,"South",5.5,-14.5,NA
2008-02-25,"South",-1.5,-10.5,NA
2008-02-26,"South",-6,-17.5,NA
2008-02-27,"South",-3.5,-19,NA
2008-02-28,"South",-1.5,-22,NA
2008-02-29,"South",-4,-18.5,NA
2008-03-01,"South",0,-22.5,NA
2008-03-02,"South",-1.5,-11,NA
2008-03-03,"South",-10,-22.5,NA
2008-03-04,"South",-3,-23.5,NA
2008-03-05,"South",-7,-21,NA
2008-03-06,"South",-13,-27,NA
2008-03-07,"South",-10.5,-32,NA
2008-03-08,"South",-7.5,-20,NA
2008-03-09,"South",-1,-17.74,NA
2008-03-10,"South",5,-21,NA
2008-03-11,"South",9,-5,NA
2008-03-12,"South",5.5,-6.5,NA
2008-03-13,"South",7,0,NA
2008-03-14,"South",0,-5.5,NA
2008-03-15,"South",0,-10,NA
2008-03-16,"South",3,-15.5,NA
2008-03-17,"South",0.5,-6,NA
2008-03-18,"South",3,-3,NA
2008-03-19,"South",5,-8,NA
2008-03-20,"South",5,-14,NA
2008-03-21,"South",3,-5.5,NA
2008-03-22,"South",4,-6.5,NA
2008-03-23,"South",1,-9.5,NA
2008-03-24,"South",3,-14,NA
2008-03-25,"South",4,-5,NA
2008-03-26,"South",1,-8,NA
2008-03-27,"South",2.5,-14.5,NA
2008-03-28,"South",7.5,-13.5,NA
2008-03-29,"South",8,-2.5,NA
2008-03-30,"South",4,-0.5,NA
2008-03-31,"South",1,-3,NA
2008-04-01,"South",6.5,-5.5,NA
2008-04-02,"South",6,-7,NA
2008-04-03,"South",13,-3,NA
2008-04-04,"South",13.5,-6.5,NA
2008-04-05,"South",9,-2,NA
2008-04-06,"South",-1.5,-2.5,NA
2008-04-07,"South",1.5,-3,NA
2008-04-08,"South",4,-4,NA
2008-04-09,"South",7,-2,NA
2008-04-10,"South",6,-3.5,NA
2008-04-11,"South",0,-3,NA
2008-04-12,"South",6,-6.5,NA
2008-04-13,"South",10,-9,NA
2008-04-14,"South",10,-10,NA
2008-04-15,"South",15,3.5,NA
2008-04-16,"South",12,-1,NA
2008-04-17,"South",13,-3,NA
2008-04-18,"South",13.5,-4.5,NA
2008-04-19,"South",14,-3.5,NA
2008-04-20,"South",15,2,NA
2008-04-21,"South",22,2.5,NA
2008-04-22,"South",15,-0.5,NA
2008-04-23,"South",17.5,-3,NA
2008-04-24,"South",12,3.5,NA
2008-04-25,"South",3,-1.5,NA
2008-04-26,"South",-2,-5.5,NA
2008-04-27,"South",5.5,-9,NA
2008-04-28,"South",5.5,-6.5,NA
2008-04-29,"South",24,-5.5,NA
2008-04-30,"South",22.5,20,NA
2008-05-01,"South",22.5,20.5,NA
2008-05-02,"South",21.5,20,NA
2008-05-03,"South",12,1.26,NA
2008-05-04,"South",16,-2.74,NA
2008-05-05,"South",14,-3.74,NA
2008-05-06,"South",23,-0.74,NA
2008-05-07,"South",17,4.26,NA
2008-05-08,"South",14,-1.74,NA
2008-05-09,"South",14,-0.74,NA
2008-05-10,"South",9,0.26,NA
2008-05-11,"South",13,0.26,NA
2008-05-12,"South",9,0.26,NA
2008-05-13,"South",9,-0.74,NA
2008-05-14,"South",19,-1.74,NA
2008-05-15,"South",21,3.26,NA
2008-05-16,"South",25,3.26,NA
2008-05-17,"South",18,3.26,NA
2008-05-18,"South",15,-0.74,NA
2008-05-19,"South",14,0.26,NA
2008-05-20,"South",16,3.26,NA
2008-05-21,"South",18,0.26,NA
2008-05-22,"South",18,2.26,NA
2008-05-23,"South",21,3.26,NA
2008-05-24,"South",22,4.26,NA
2008-05-25,"South",28,11.26,NA
2008-05-26,"South",13,2.26,NA
2008-05-27,"South",19,-0.74,NA
2008-05-28,"South",23,0.26,NA
2008-05-29,"South",21,5.26,NA
2008-05-30,"South",15,10.26,NA
2008-05-31,"South",23,8.26,NA
2008-06-01,"South",26,7.26,NA
2008-06-02,"South",21,5.26,NA
2008-06-03,"South",16,5.26,NA
2008-06-04,"South",12,7.26,NA
2008-06-05,"South",16,10.26,NA
2008-06-06,"South",20,12.26,NA
2008-06-07,"South",24,12.26,NA
2008-06-08,"South",26,10.26,NA
2008-06-09,"South",22,10.26,NA
2008-06-10,"South",23,8,NA
2008-06-11,"South",10,6,NA
2008-06-12,"South",25,9.5,NA
2008-06-13,"South",18.5,9,NA
2008-06-14,"South",22,10,NA
2008-06-15,"South",17.5,9,NA
2008-06-16,"South",20,8.5,NA
2008-06-17,"South",24.5,6,NA
2008-06-18,"South",26.5,5,NA
2008-06-19,"South",26,8,NA
2008-06-20,"South",26,11,NA
2008-06-21,"South",24,10,NA
2008-06-22,"South",25,11.5,NA
2008-06-23,"South",26.5,8.5,NA
2008-06-24,"South",28.5,13.5,NA
2008-06-25,"South",26,15.5,NA
2008-06-26,"South",28,13,NA
2008-06-27,"South",22.5,14.5,NA
2008-06-28,"South",16.5,11.5,NA
2008-06-29,"South",25,11.5,NA
2008-06-30,"South",26.5,8.5,NA
2008-07-01,"South",30,14.5,NA
2008-07-02,"South",20.5,11,NA
2008-07-03,"South",24,6,NA
2008-07-04,"South",25.5,7.5,NA
2008-07-05,"South",29,11,NA
2008-07-06,"South",28.5,16.5,NA
2008-07-07,"South",25.5,12,NA
2008-07-08,"South",18,11,NA
2008-07-09,"South",25,9,NA
2008-07-10,"South",23,13.5,NA
2008-07-11,"South",25,12,NA
2008-07-12,"South",21.5,11.5,NA
2008-07-13,"South",22,11.5,NA
2008-07-14,"South",28,7.5,NA
2008-07-15,"South",27,10,NA
2008-07-16,"South",24.5,11.5,NA
2008-07-17,"South",27,13.5,NA
2008-07-18,"South",25,12.5,NA
2008-07-19,"South",20,12,NA
2008-07-20,"South",24.5,12,NA
2008-07-21,"South",25.5,13,NA
2008-07-22,"South",26.5,12,NA
2008-07-23,"South",26.5,9.5,NA
2008-07-24,"South",22.5,15.5,NA
2008-07-25,"South",26.5,15.5,NA
2008-07-26,"South",26.5,12,NA
2008-07-27,"South",28.5,13.5,NA
2008-07-28,"South",28,12,NA
2008-07-29,"South",26.5,17,NA
2008-07-30,"South",25,14,NA
2008-07-31,"South",28,13.5,NA
2008-08-01,"South",26.5,13.5,NA
2008-08-02,"South",26.5,10,NA
2008-08-03,"South",24.5,14.5,NA
2008-08-04,"South",27.5,16,NA
2008-08-05,"South",26,12.5,NA
2008-08-06,"South",25.5,10,NA
2008-08-07,"South",26,12,NA
2008-08-08,"South",25,10,NA
2008-08-09,"South",27,11.5,NA
2008-08-10,"South",26,8,NA
2008-08-11,"South",24.5,8.5,NA
2008-08-12,"South",22.5,15,NA
2008-08-13,"South",23.5,14.5,NA
2008-08-14,"South",25,12,NA
2008-08-15,"South",27,7.5,NA
2008-08-16,"South",28.5,12,NA
2008-08-17,"South",31,13.5,NA
2008-08-18,"South",28.5,15,NA
2008-08-19,"South",26.5,10.5,NA
2008-08-20,"South",29,14,NA
2008-08-21,"South",28,17,NA
2008-08-22,"South",24,14,NA
2008-08-23,"South",19,12,NA
2008-08-24,"South",21.5,7.5,NA
2008-08-25,"South",26,4,NA
2008-08-26,"South",26,8,NA
2008-08-27,"South",24,14.5,NA
2008-08-28,"South",23.5,10,NA
2008-08-29,"South",25,7.5,NA
2008-08-30,"South",28,6,NA
2008-08-31,"South",30.5,17,NA
2008-09-01,"South",30.5,20,NA
2008-09-02,"South",24,11,NA
2008-09-03,"South",18.5,7.5,NA
2008-09-04,"South",17.5,6,NA
2008-09-05,"South",13.5,6,NA
2008-09-06,"South",19,7.5,NA
2008-09-07,"South",15,6,NA
2008-09-08,"South",15,3.5,NA
2008-09-09,"South",19.5,3,NA
2008-09-10,"South",16,8,NA
2008-09-11,"South",14,9.5,NA
2008-09-12,"South",22.5,6.5,NA
2008-09-13,"South",17,8,NA
2008-09-14,"South",12.5,3.5,NA
2008-09-15,"South",14,0.5,NA
2008-09-16,"South",23,5.5,NA
2008-09-17,"South",21,5,NA
2008-09-18,"South",24.5,8.5,NA
2008-09-19,"South",25,13.5,NA
2008-09-20,"South",18,6,NA
2008-09-21,"South",23.5,7,NA
2008-09-22,"South",22.5,11.5,NA
2008-09-23,"South",18.5,13,NA
2008-09-24,"South",17,6.5,NA
2008-09-25,"South",21,7,NA
2008-09-26,"South",23.5,15,NA
2008-09-27,"South",17.5,5.5,NA
2008-09-28,"South",17,4.5,NA
2008-09-29,"South",11.5,6,NA
2008-09-30,"South",12,3.5,NA
2008-10-01,"South",11.5,4.5,NA
2008-10-02,"South",15,2,NA
2008-10-03,"South",12,-3,NA
2008-10-04,"South",15.5,-2.5,NA
2008-10-05,"South",15.5,1,NA
2008-10-06,"South",13.5,9,NA
2008-10-07,"South",13,8.5,NA
2008-10-08,"South",17,2.5,NA
2008-10-09,"South",10.5,2.5,NA
2008-10-10,"South",6,3,NA
2008-10-11,"South",12.5,5,NA
2008-10-12,"South",17.5,10.5,NA
2008-10-13,"South",17,4.5,NA
2008-10-14,"South",12,-0.5,NA
2008-10-15,"South",9,4.5,NA
2008-10-16,"South",8.5,1.5,NA
2008-10-17,"South",10.5,-0.5,NA
2008-10-18,"South",13.5,-0.5,NA
2008-10-19,"South",11.5,3,NA
2008-10-20,"South",9,-3,NA
2008-10-21,"South",9,-5,NA
2008-10-22,"South",7,3.26,NA
2008-10-23,"South",13,3.26,NA
2008-10-24,"South",7,5.26,NA
2008-10-25,"South",11,4.26,NA
2008-10-26,"South",6,0.26,NA
2008-10-27,"South",1,-4.74,NA
2008-10-28,"South",8,-4.74,NA
2008-10-29,"South",9,-4.74,NA
2008-10-30,"South",19,4.26,NA
2008-10-31,"South",11,-1.74,NA
2008-11-01,"South",11,-3.74,NA
2008-11-02,"South",13,3.26,NA
2008-11-03,"South",15,2.26,NA
2008-11-04,"South",18,6.26,NA
2008-11-05,"South",12,11.26,NA
2008-11-06,"South",13,4.26,NA
2008-11-07,"South",17,-0.74,NA
2008-11-08,"South",-2,-5.74,NA
2008-11-09,"South",0,-7.74,NA
2008-11-10,"South",-4,-10.74,NA
2008-11-11,"South",1,-11.74,NA
2008-11-12,"South",1,-11.74,NA
2008-11-13,"South",2,0.26,NA
2008-11-14,"South",1,-1.74,NA
2008-11-15,"South",-3,-5.74,NA
2008-11-16,"South",-4,-7.74,NA
2008-11-17,"South",-6,-11.74,NA
2008-11-18,"South",-4,-11.74,NA
2008-11-19,"South",-3,-6.74,NA
2008-11-20,"South",-8,-11.74,NA
2008-11-21,"South",-10,-15.74,NA
2008-11-22,"South",-3,-15.74,NA
2008-11-23,"South",-2,-6.74,NA
2008-11-24,"South",-3,-14.74,NA
2008-11-25,"South",-3,-16.74,NA
2008-11-26,"South",-1,-12.74,NA
2008-11-27,"South",1,-7.74,NA
2008-11-28,"South",-2,-11.74,NA
2008-11-29,"South",-6,-8.74,NA
2008-11-30,"South",-7,-10.74,NA
2008-12-01,"South",-8,-15.74,NA
2008-12-02,"South",1,-9.74,NA
2008-12-03,"South",-10,-12.74,NA
2008-12-04,"South",-11,-16.74,NA
2008-12-05,"South",-9,-16.74,NA
2008-12-06,"South",-9,-25.74,NA
2008-12-07,"South",-9,-26.74,NA
2008-12-08,"South",-10,-12.74,NA
2008-12-09,"South",-14,-19.74,NA
2008-12-10,"South",-7,-15.74,NA
2008-12-11,"South",-16,-27.74,NA
2008-12-12,"South",-12,-30.74,NA
2008-12-13,"South",-8,-11.74,NA
2008-12-14,"South",-10,-21.74,NA
2008-12-15,"South",-12,-31.74,NA
2008-12-16,"South",-10,-32.74,NA
2008-12-17,"South",-16,-28.74,NA
2008-12-18,"South",-17,-29.74,NA
2008-12-19,"South",-13,-19.74,NA
2008-12-20,"South",-8,-20.74,NA
2008-12-21,"South",-14,-26.74,NA
2008-12-22,"South",-19,-30.74,NA
2008-12-23,"South",-12,-21.74,NA
2008-12-24,"South",-14,-27.74,NA
2008-12-25,"South",-11,-27.74,NA
2008-12-26,"South",-2,-7.74,NA
2008-12-27,"South",-1,-15.74,NA
2008-12-28,"South",-10,-21.74,NA
2008-12-29,"South",-9,-19.74,NA
2008-12-30,"South",-16,-23.5,NA
2008-12-31,"South",-16,-32.5,NA
2009-01-01,"South",-6,-16.5,NA
2009-01-02,"South",-16,-22.5,NA
2009-01-03,"South",-6.5,-16.5,NA
2009-01-04,"South",-7.5,-27,NA
2009-01-05,"South",-14.5,-33.5,NA
2009-01-06,"South",-7,-23.5,NA
2009-01-07,"South",-11,-19,NA
2009-01-08,"South",-14.5,-26,NA
2009-01-09,"South",-12.5,-28,NA
2009-01-10,"South",-9.5,-27,NA
2009-01-11,"South",-10,-21,NA
2009-01-12,"South",-13.5,-27,NA
2009-01-13,"South",-22,-38,NA
2009-01-14,"South",-22.5,-32.5,NA
2009-01-15,"South",-19.5,-35,NA
2009-01-16,"South",-14,-39.5,NA
2009-01-17,"South",-12.5,-18.5,NA
2009-01-18,"South",-6.5,-17.5,NA
2009-01-19,"South",-8,-18.5,NA
2009-01-20,"South",-6,-19.5,NA
2009-01-21,"South",-4,-13,NA
2009-01-22,"South",-6,-11,NA
2009-01-23,"South",-6.5,-26,NA
2009-01-24,"South",-16.5,-30,NA
2009-01-25,"South",-18,-31.5,NA
2009-01-26,"South",-16.5,-32.5,NA
2009-01-27,"South",-11.5,-32.5,NA
2009-01-28,"South",-9.5,-25,NA
2009-01-29,"South",-11.5,-24.5,NA
2009-01-30,"South",-9.5,-31.5,NA
2009-01-31,"South",6,-9.5,NA
2009-02-01,"South",-1,-10.5,NA
2009-02-02,"South",-11.5,-22,NA
2009-02-03,"South",-14,-27,NA
2009-02-04,"South",-10.5,-32.5,NA
2009-02-05,"South",-2,-19,NA
2009-02-06,"South",3.5,-13,NA
2009-02-07,"South",0,-12.5,NA
2009-02-08,"South",2,-14.5,NA
2009-02-09,"South",2.5,-7,NA
2009-02-10,"South",3.5,0.5,NA
2009-02-11,"South",0.5,-1.5,NA
2009-02-12,"South",-1.5,-7,NA
2009-02-13,"South",-5.5,-11,NA
2009-02-14,"South",-10,-18,NA
2009-02-15,"South",-8.5,-23.5,NA
2009-02-16,"South",-3.5,-12.5,NA
2009-02-17,"South",0,-7.5,NA
2009-02-18,"South",-8,-19.5,NA
2009-02-19,"South",-10.5,-24.5,NA
2009-02-20,"South",-7.5,-24.5,NA
2009-02-21,"South",-9,-17.5,NA
2009-02-22,"South",-8.5,-18,NA
2009-02-23,"South",-6.5,-24.5,NA
2009-02-24,"South",0.5,-10.5,NA
2009-02-25,"South",-2.5,-14.5,NA
2009-02-26,"South",-10.5,-19,NA
2009-02-27,"South",-13.5,-26,NA
2009-02-28,"South",-9.5,-29,NA
2009-03-01,"South",-11,-25,NA
2009-03-02,"South",-6,-27,NA
2009-03-03,"South",-1.5,-15.5,NA
2009-03-04,"South",3.5,-9,NA
2009-03-05,"South",6,-3,NA
2009-03-06,"South",3,-5,NA
2009-03-07,"South",-4,-13,NA
2009-03-08,"South",3,-16.74,NA
2009-03-09,"South",-1,-4.5,NA
2009-03-10,"South",-3,-16,NA
2009-03-11,"South",-16,-25.5,NA
2009-03-12,"South",-10,-31.5,NA
2009-03-13,"South",1,-22.5,NA
2009-03-14,"South",9,-6.5,NA
2009-03-15,"South",11.5,-4,NA
2009-03-16,"South",11,0.5,NA
2009-03-17,"South",8,-0.5,NA
2009-03-18,"South",0,-9,NA
2009-03-19,"South",-2.5,-14,NA
2009-03-20,"South",0.5,-9,NA
2009-03-21,"South",3.5,0,NA
2009-03-22,"South",6,-1.5,NA
2009-03-23,"South",2.5,0.5,NA
2009-03-24,"South",3.5,1,NA
2009-03-25,"South",1.5,-7,NA
2009-03-26,"South",-5.5,-9.5,NA
2009-03-27,"South",-4,-11,NA
2009-03-28,"South",-2,-15.5,NA
2009-03-29,"South",3.5,-14,NA
2009-03-30,"South",3,-7,NA
2009-03-31,"South",0,-4,NA
2009-04-01,"South",0.5,-2,NA
2009-04-02,"South",0.5,-3,NA
2009-04-03,"South",2.5,-2.5,NA
2009-04-04,"South",3,-2.5,NA
2009-04-05,"South",2.5,-5.5,NA
2009-04-06,"South",3.5,-7,NA
2009-04-07,"South",6.5,-6.5,NA
2009-04-08,"South",8,-5,NA
2009-04-09,"South",8,-4,NA
2009-04-10,"South",10,-6.5,NA
2009-04-11,"South",12.5,-7,NA
2009-04-12,"South",15,-3,NA
2009-04-13,"South",12.5,1,NA
2009-04-14,"South",15.5,-1.5,NA
2009-04-15,"South",19,-2,NA
2009-04-16,"South",20.5,0,NA
2009-04-17,"South",19,6,NA
2009-04-18,"South",8,2.5,NA
2009-04-19,"South",8,1.5,NA
2009-04-20,"South",5.5,0.5,NA
2009-04-21,"South",14.5,-0.5,NA
2009-04-22,"South",12.5,-1.5,NA
2009-04-23,"South",24,4,NA
2009-04-24,"South",13.5,0.5,NA
2009-04-25,"South",13,-2,NA
2009-04-26,"South",6.5,-3,NA
2009-04-27,"South",9,0.5,NA
2009-04-28,"South",16.5,-3,NA
2009-04-29,"South",13,-1.5,NA
2009-04-30,"South",15.5,4,NA
2009-05-01,"South",12,0,NA
2009-05-02,"South",13.5,-0.5,NA
2009-05-03,"South",16,-2,NA
2009-05-04,"South",21,-2.5,NA
2009-05-05,"South",15,6,NA
2009-05-06,"South",25,6,NA
2009-05-07,"South",20,3.5,NA
2009-05-08,"South",11.5,4,NA
2009-05-09,"South",8.5,1.5,NA
2009-05-10,"South",16,0.5,NA
2009-05-11,"South",19,-2,NA
2009-05-12,"South",16.5,8,NA
2009-05-13,"South",23,6.5,NA
2009-05-14,"South",8,-1,NA
2009-05-15,"South",21,1,NA
2009-05-16,"South",11.5,-0.5,NA
2009-05-17,"South",20,-1,NA
2009-05-18,"South",25.5,8,NA
2009-05-19,"South",15,4,NA
2009-05-20,"South",30.5,4,NA
2009-05-21,"South",18,3.26,NA
2009-05-22,"South",22,0.26,NA
2009-05-23,"South",17,4.26,NA
2009-05-24,"South",21,0.26,NA
2009-05-25,"South",16,7.26,NA
2009-05-26,"South",15,8.26,NA
2009-05-27,"South",15,5.26,NA
2009-05-28,"South",25,2,NA
2009-05-29,"South",22,3.5,NA
2009-05-30,"South",16.5,3.5,NA
2009-05-31,"South",15,0.5,NA
2009-06-01,"South",19.5,2.5,NA
2009-06-02,"South",17,5,NA
2009-06-03,"South",20,0,NA
2009-06-04,"South",25,6,NA
2009-06-05,"South",12.5,1,NA
2009-06-06,"South",13,-0.5,NA
2009-06-07,"South",15,6,NA
2009-06-08,"South",10,5.5,NA
2009-06-09,"South",17,7,NA
2009-06-10,"South",18.5,8,NA
