Date,Watershed,Flow (L/s),Flow (CFS),Flow (cm/day)
1965-08-30,S4N,0,0,0
1965-08-31,S4N,0,0,0
1965-09-01,S4N,0,0,0
1965-09-02,S4N,0,0,0
1965-09-03,S4N,0,0,0
1965-09-04,S4N,0,0,0
1965-09-05,S4N,0,0,0
1965-09-06,S4N,0.007,0.00025,0.00018
1965-09-07,S4N,0.16,0.00565,0.00407
1965-09-08,S4N,0.12,0.00424,0.00305
1965-09-09,S4N,0.09,0.00318,0.00229
1965-09-10,S4N,0.07,0.00247,0.00178
1965-09-11,S4N,0.05,0.00177,0.00127
1965-09-12,S4N,0.82,0.02896,0.02084
1965-09-13,S4N,1.01,0.03567,0.02567
1965-09-14,S4N,2.18,0.07699,0.0554
1965-09-15,S4N,3.28,0.11583,0.08335
1965-09-16,S4N,2.3,0.08122,0.05845
1965-09-17,S4N,2.16,0.07628,0.05489
1965-09-18,S4N,1.99,0.07028,0.05057
1965-09-19,S4N,1.63,0.05756,0.04142
1965-09-20,S4N,1.36,0.04803,0.03456
1965-09-21,S4N,1.94,0.06851,0.0493
1965-09-22,S4N,2.68,0.09464,0.0681
1965-09-23,S4N,2.75,0.09712,0.06988
1965-09-24,S4N,2.29,0.08087,0.05819
1965-09-25,S4N,1.8,0.06357,0.04574
1965-09-26,S4N,1.46,0.05156,0.0371
1965-09-27,S4N,1.21,0.04273,0.03075
1965-09-28,S4N,1.08,0.03814,0.02744
1965-09-29,S4N,1.65,0.05827,0.04193
1965-09-30,S4N,15.39,0.5435,0.39109
1965-10-01,S4N,13.79,0.48699,0.35043
1965-10-02,S4N,9.65,0.34079,0.24522
1965-10-03,S4N,7.58,0.26769,0.19262
1965-10-04,S4N,6.13,0.21648,0.15577
1965-10-05,S4N,4.92,0.17375,0.12503
1965-10-06,S4N,4.21,0.14868,0.10698
1965-10-07,S4N,6.16,0.21754,0.15654
1965-10-08,S4N,9.56,0.33761,0.24294
1965-10-09,S4N,7.73,0.27298,0.19643
1965-10-10,S4N,5.8,0.20483,0.14739
1965-10-11,S4N,4.88,0.17234,0.12401
1965-10-12,S4N,3.98,0.14055,0.10114
1965-10-13,S4N,3.09,0.10912,0.07852
1965-10-14,S4N,2.56,0.09041,0.06505
1965-10-15,S4N,2.14,0.07557,0.05438
1965-10-16,S4N,1.72,0.06074,0.04371
1965-10-17,S4N,1.58,0.0558,0.04015
1965-10-18,S4N,1.43,0.0505,0.03634
1965-10-19,S4N,1.31,0.04626,0.03329
1965-10-20,S4N,3.57,0.12607,0.09072
1965-10-21,S4N,3.65,0.1289,0.09275
1965-10-22,S4N,2.82,0.09959,0.07166
1965-10-23,S4N,2.13,0.07522,0.05413
1965-10-24,S4N,1.72,0.06074,0.04371
1965-10-25,S4N,1.37,0.04838,0.03481
1965-10-26,S4N,1.15,0.04061,0.02922
1965-10-27,S4N,0.98,0.03461,0.0249
1965-10-28,S4N,0.84,0.02966,0.02135
1965-10-29,S4N,0.73,0.02578,0.01855
1965-10-30,S4N,0.72,0.02543,0.0183
1965-10-31,S4N,0.74,0.02613,0.0188
1965-11-01,S4N,0.56,0.01978,0.01423
1965-11-02,S4N,0.59,0.02084,0.01499
1965-11-03,S4N,0.59,0.02084,0.01499
1965-11-04,S4N,0.59,0.02084,0.01499
1965-11-05,S4N,0.59,0.02084,0.01499
1965-11-06,S4N,0.59,0.02084,0.01499
1965-11-07,S4N,0.59,0.02084,0.01499
1965-11-08,S4N,0.59,0.02084,0.01499
1965-11-09,S4N,0.51,0.01801,0.01296
1965-11-10,S4N,0.5,0.01766,0.01271
1965-11-11,S4N,0.5,0.01766,0.01271
1965-11-12,S4N,0.63,0.02225,0.01601
1965-11-13,S4N,0.61,0.02154,0.0155
1965-11-14,S4N,0.63,0.02225,0.01601
1965-11-15,S4N,0.53,0.01872,0.01347
1965-11-16,S4N,0.49,0.0173,0.01245
1965-11-17,S4N,0.39,0.01377,0.00991
1965-11-18,S4N,0.35,0.01236,0.00889
1965-11-19,S4N,0.32,0.0113,0.00813
1965-11-20,S4N,0.28,0.00989,0.00712
1965-11-21,S4N,0.25,0.00883,0.00635
1965-11-22,S4N,0.25,0.00883,0.00635
1965-11-23,S4N,0.25,0.00883,0.00635
1965-11-24,S4N,0.3,0.01059,0.00762
1965-11-25,S4N,0.35,0.01236,0.00889
1965-11-26,S4N,0.35,0.01236,0.00889
1965-11-27,S4N,0.37,0.01307,0.0094
1965-11-28,S4N,0.45,0.01589,0.01144
1965-11-29,S4N,0.43,0.01519,0.01093
1965-11-30,S4N,0.43,0.01519,0.01093
1965-12-01,S4N,0.43,0.01519,0.01093
1965-12-02,S4N,0.43,0.01519,0.01093
1965-12-03,S4N,0.43,0.01519,0.01093
1965-12-04,S4N,0.43,0.01519,0.01093
1965-12-05,S4N,0.43,0.01519,0.01093
1965-12-06,S4N,0.43,0.01519,0.01093
1965-12-07,S4N,0.38,0.01342,0.00966
1965-12-08,S4N,0.38,0.01342,0.00966
1965-12-09,S4N,0.31,0.01095,0.00788
1965-12-10,S4N,0.3,0.01059,0.00762
1965-12-11,S4N,0.2,0.00706,0.00508
1965-12-12,S4N,0.77,0.02719,0.01957
1965-12-13,S4N,0.8,0.02825,0.02033
1965-12-14,S4N,1.01,0.03567,0.02567
1965-12-15,S4N,1.07,0.03779,0.02719
1965-12-16,S4N,1.22,0.04308,0.031
1965-12-17,S4N,1.09,0.03849,0.0277
1965-12-18,S4N,1.07,0.03779,0.02719
1965-12-19,S4N,0.99,0.03496,0.02516
1965-12-20,S4N,0.91,0.03214,0.02312
1965-12-21,S4N,0.9,0.03178,0.02287
1965-12-22,S4N,0.83,0.02931,0.02109
1965-12-23,S4N,0.78,0.02755,0.01982
1965-12-24,S4N,0.74,0.02613,0.0188
1965-12-25,S4N,0.76,0.02684,0.01931
1965-12-26,S4N,0.67,0.02366,0.01703
1965-12-27,S4N,0.67,0.02366,0.01703
1965-12-28,S4N,0.67,0.02366,0.01703
1965-12-29,S4N,0.67,0.02366,0.01703
1965-12-30,S4N,0.67,0.02366,0.01703
1965-12-31,S4N,0.67,0.02366,0.01703
1966-01-01,S4N,0,0,0
1966-01-02,S4N,0,0,0
1966-01-03,S4N,0,0,0
1966-01-04,S4N,0,0,0
1966-01-05,S4N,0,0,0
1966-01-06,S4N,0,0,0
1966-01-07,S4N,0,0,0
1966-01-08,S4N,0,0,0
1966-01-09,S4N,0,0,0
1966-01-10,S4N,0,0,0
1966-01-11,S4N,0,0,0
1966-01-12,S4N,0,0,0
1966-01-13,S4N,0,0,0
1966-01-14,S4N,0,0,0
1966-01-15,S4N,0,0,0
1966-01-16,S4N,0,0,0
1966-01-17,S4N,0,0,0
1966-01-18,S4N,0,0,0
1966-01-19,S4N,0,0,0
1966-01-20,S4N,0,0,0
1966-01-21,S4N,0,0,0
1966-01-22,S4N,0,0,0
1966-01-23,S4N,0,0,0
1966-01-24,S4N,0,0,0
1966-01-25,S4N,0,0,0
1966-01-26,S4N,0,0,0
1966-01-27,S4N,0,0,0
1966-01-28,S4N,0,0,0
1966-01-29,S4N,0,0,0
1966-01-30,S4N,0,0,0
1966-01-31,S4N,0,0,0
1966-02-01,S4N,0,0,0
1966-02-02,S4N,0,0,0
1966-02-03,S4N,0,0,0
1966-02-04,S4N,0,0,0
1966-02-05,S4N,0,0,0
1966-02-06,S4N,0,0,0
1966-02-07,S4N,0,0,0
1966-02-08,S4N,0,0,0
1966-02-09,S4N,0,0,0
1966-02-10,S4N,0,0,0
1966-02-11,S4N,0,0,0
1966-02-12,S4N,0,0,0
1966-02-13,S4N,0,0,0
1966-02-14,S4N,0,0,0
1966-02-15,S4N,0,0,0
1966-02-16,S4N,0,0,0
1966-02-17,S4N,0,0,0
1966-02-18,S4N,0,0,0
1966-02-19,S4N,0,0,0
1966-02-20,S4N,0,0,0
1966-02-21,S4N,0,0,0
1966-02-22,S4N,0,0,0
1966-02-23,S4N,0,0,0
1966-02-24,S4N,0,0,0
1966-02-25,S4N,0,0,0
1966-02-26,S4N,0,0,0
1966-02-27,S4N,0,0,0
1966-02-28,S4N,0,0,0
1966-03-01,S4N,0,0,0
1966-03-02,S4N,0,0,0
1966-03-03,S4N,0,0,0
1966-03-04,S4N,0,0,0
1966-03-05,S4N,0,0,0
1966-03-06,S4N,0,0,0
1966-03-07,S4N,0,0,0
1966-03-08,S4N,0,0,0
1966-03-09,S4N,0,0,0
1966-03-10,S4N,0,0,0
1966-03-11,S4N,0,0,0
1966-03-12,S4N,0,0,0
1966-03-13,S4N,0,0,0
1966-03-14,S4N,0,0,0
1966-03-15,S4N,0,0,0
1966-03-16,S4N,0,0,0
1966-03-17,S4N,0,0,0
1966-03-18,S4N,0,0,0
1966-03-19,S4N,0,0,0
1966-03-20,S4N,0,0,0
1966-03-21,S4N,1.5,0.05297,0.03812
1966-03-22,S4N,2.95,0.10418,0.07496
1966-03-23,S4N,3.34,0.11795,0.08488
1966-03-24,S4N,3.14,0.11089,0.07979
1966-03-25,S4N,2.48,0.08758,0.06302
1966-03-26,S4N,1.94,0.06851,0.0493
1966-03-27,S4N,1.55,0.05474,0.03939
1966-03-28,S4N,1.36,0.04803,0.03456
1966-03-29,S4N,1.51,0.05333,0.03837
1966-03-30,S4N,2.58,0.09111,0.06556
1966-03-31,S4N,4.95,0.17481,0.12579
1966-04-01,S4N,6.95,0.24544,0.17661
1966-04-02,S4N,6.93,0.24473,0.1761
1966-04-03,S4N,7.21,0.25462,0.18322
1966-04-04,S4N,7.14,0.25215,0.18144
1966-04-05,S4N,6.09,0.21507,0.15476
1966-04-06,S4N,5.43,0.19176,0.13799
1966-04-07,S4N,5.09,0.17975,0.12935
1966-04-08,S4N,4.81,0.16987,0.12223
1966-04-09,S4N,4.63,0.16351,0.11766
1966-04-10,S4N,5.11,0.18046,0.12985
1966-04-11,S4N,6.63,0.23414,0.16848
1966-04-12,S4N,9.32,0.32914,0.23684
1966-04-13,S4N,12.54,0.44285,0.31866
1966-04-14,S4N,13.89,0.49053,0.35297
1966-04-15,S4N,18.52,0.65403,0.47063
1966-04-16,S4N,27.42,0.96834,0.69679
1966-04-17,S4N,40.6,1.43379,1.03172
1966-04-18,S4N,27.78,0.98105,0.70594
1966-04-19,S4N,14.8,0.52266,0.37609
1966-04-20,S4N,13.05,0.46086,0.33162
1966-04-21,S4N,13.03,0.46015,0.33112
1966-04-22,S4N,18.94,0.66887,0.4813
1966-04-23,S4N,27.05,0.95527,0.68739
1966-04-24,S4N,32.6,1.15127,0.82842
1966-04-25,S4N,23.74,0.83838,0.60328
1966-04-26,S4N,13.37,0.47216,0.33976
1966-04-27,S4N,8.32,0.29382,0.21143
1966-04-28,S4N,8.27,0.29206,0.21016
1966-04-29,S4N,8.22,0.29029,0.20888
1966-04-30,S4N,8.1,0.28605,0.20584
1966-05-01,S4N,8.05,0.28429,0.20456
1966-05-02,S4N,7.98,0.28181,0.20279
1966-05-03,S4N,9.47,0.33443,0.24065
1966-05-04,S4N,17.83,0.62967,0.45309
1966-05-05,S4N,19.65,0.69394,0.49934
1966-05-06,S4N,16.41,0.57952,0.41701
1966-05-07,S4N,12.14,0.42872,0.3085
1966-05-08,S4N,9.58,0.33832,0.24344
1966-05-09,S4N,8.29,0.29276,0.21066
1966-05-10,S4N,6.8,0.24014,0.1728
1966-05-11,S4N,5.17,0.18258,0.13138
1966-05-12,S4N,4.43,0.15645,0.11257
1966-05-13,S4N,4.09,0.14444,0.10393
1966-05-14,S4N,3.74,0.13208,0.09504
1966-05-15,S4N,12.96,0.45768,0.32934
1966-05-16,S4N,12,0.42378,0.30494
1966-05-17,S4N,13.61,0.48064,0.34585
1966-05-18,S4N,11.35,0.40083,0.28842
1966-05-19,S4N,9.65,0.34079,0.24522
1966-05-20,S4N,9.02,0.31854,0.22921
1966-05-21,S4N,7.45,0.2631,0.18932
1966-05-22,S4N,5.32,0.18788,0.13519
1966-05-23,S4N,7.44,0.26274,0.18906
1966-05-24,S4N,6.47,0.22849,0.16441
1966-05-25,S4N,4.26,0.15044,0.10825
1966-05-26,S4N,3.22,0.11371,0.08183
1966-05-27,S4N,2.7,0.09535,0.06861
1966-05-28,S4N,2.26,0.07981,0.05743
1966-05-29,S4N,1.69,0.05968,0.04295
1966-05-30,S4N,1.43,0.0505,0.03634
1966-05-31,S4N,0.91,0.03214,0.02312
1966-06-01,S4N,0.59,0.02084,0.01499
1966-06-02,S4N,0.54,0.01907,0.01372
1966-06-03,S4N,0.42,0.01483,0.01067
1966-06-04,S4N,0.38,0.01342,0.00966
1966-06-05,S4N,0.38,0.01342,0.00966
1966-06-06,S4N,0.36,0.01271,0.00915
1966-06-07,S4N,0.28,0.00989,0.00712
1966-06-08,S4N,0.19,0.00671,0.00483
1966-06-09,S4N,0.15,0.0053,0.00381
1966-06-10,S4N,0.14,0.00494,0.00356
1966-06-11,S4N,0.09,0.00318,0.00229
1966-06-12,S4N,0.07,0.00247,0.00178
1966-06-13,S4N,0.03,0.00106,0.00076
1966-06-14,S4N,0.06,0.00212,0.00152
1966-06-15,S4N,0.02,0.00071,0.00051
1966-06-16,S4N,0.01,0.00035,0.00025
1966-06-17,S4N,0.01,0.00035,0.00025
1966-06-18,S4N,0,0,0
1966-06-19,S4N,0,0,0
1966-06-20,S4N,0,0,0
1966-06-21,S4N,0,0,0
1966-06-22,S4N,0,0,0
1966-06-23,S4N,0,0,0
1966-06-24,S4N,0,0,0
1966-06-25,S4N,0.42,0.01483,0.01067
1966-06-26,S4N,0.18,0.00636,0.00457
1966-06-27,S4N,0.11,0.00388,0.0028
1966-06-28,S4N,0.07,0.00247,0.00178
1966-06-29,S4N,0.01,0.00035,0.00025
1966-06-30,S4N,0,0,0
1966-07-01,S4N,0,0,0
1966-07-02,S4N,0,0,0
1966-07-03,S4N,0,0,0
1966-07-04,S4N,0,0,0
1966-07-05,S4N,0,0,0
1966-07-06,S4N,0,0,0
1966-07-07,S4N,0,0,0
1966-07-08,S4N,0,0,0
1966-07-09,S4N,0.19,0.00671,0.00483
1966-07-10,S4N,0.08,0.00283,0.00203
1966-07-11,S4N,0.05,0.00177,0.00127
1966-07-12,S4N,0.01,0.00035,0.00025
1966-07-13,S4N,0,0,0
1966-07-14,S4N,0,0,0
1966-07-15,S4N,0,0,0
1966-07-16,S4N,0,0,0
1966-07-17,S4N,0.4,0.01413,0.01016
1966-07-18,S4N,1.02,0.03602,0.02592
1966-07-19,S4N,0.51,0.01801,0.01296
1966-07-20,S4N,0.16,0.00565,0.00407
1966-07-21,S4N,0.09,0.00318,0.00229
1966-07-22,S4N,0.06,0.00212,0.00152
1966-07-23,S4N,0.03,0.00106,0.00076
1966-07-24,S4N,0.03,0.00106,0.00076
1966-07-25,S4N,0.36,0.01271,0.00915
1966-07-26,S4N,0.91,0.03214,0.02312
1966-07-27,S4N,0.46,0.01624,0.01169
1966-07-28,S4N,0.26,0.00918,0.00661
1966-07-29,S4N,0.14,0.00494,0.00356
1966-07-30,S4N,0.06,0.00212,0.00152
1966-07-31,S4N,0.04,0.00141,0.00102
1966-08-01,S4N,1.21,0.04273,0.03075
1966-08-02,S4N,0.65,0.02295,0.01652
1966-08-03,S4N,0.26,0.00918,0.00661
1966-08-04,S4N,0.13,0.00459,0.0033
1966-08-05,S4N,0.38,0.01342,0.00966
1966-08-06,S4N,2.99,0.10559,0.07598
1966-08-07,S4N,28.12,0.99306,0.71458
1966-08-08,S4N,18.55,0.65509,0.47139
1966-08-09,S4N,12.51,0.44179,0.3179
1966-08-10,S4N,8.12,0.28676,0.20634
1966-08-11,S4N,5.55,0.196,0.14104
1966-08-12,S4N,3.08,0.10877,0.07827
1966-08-13,S4N,6.52,0.23025,0.16568
1966-08-14,S4N,6.96,0.24579,0.17687
1966-08-15,S4N,4.36,0.15397,0.1108
1966-08-16,S4N,3.14,0.11089,0.07979
1966-08-17,S4N,2.52,0.08899,0.06404
1966-08-18,S4N,2.2,0.07769,0.05591
1966-08-19,S4N,1.7,0.06004,0.0432
1966-08-20,S4N,1.57,0.05544,0.0399
1966-08-21,S4N,1.61,0.05686,0.04091
1966-08-22,S4N,3.56,0.12572,0.09047
1966-08-23,S4N,3.87,0.13667,0.09834
1966-08-24,S4N,3.02,0.10665,0.07674
1966-08-25,S4N,2.15,0.07593,0.05464
1966-08-26,S4N,1.46,0.05156,0.0371
1966-08-27,S4N,1.08,0.03814,0.02744
1966-08-28,S4N,0.85,0.03002,0.0216
1966-08-29,S4N,0.71,0.02507,0.01804
1966-08-30,S4N,0.56,0.01978,0.01423
1966-08-31,S4N,0.43,0.01519,0.01093
1966-09-01,S4N,0.35,0.01236,0.00889
1966-09-02,S4N,0.3,0.01059,0.00762
1966-09-03,S4N,0.27,0.00954,0.00686
1966-09-04,S4N,0.35,0.01236,0.00889
1966-09-05,S4N,0.41,0.01448,0.01042
1966-09-06,S4N,0.32,0.0113,0.00813
1966-09-07,S4N,0.22,0.00777,0.00559
1966-09-08,S4N,0.17,0.006,0.00432
1966-09-09,S4N,0.15,0.0053,0.00381
1966-09-10,S4N,0.13,0.00459,0.0033
1966-09-11,S4N,0.14,0.00494,0.00356
1966-09-12,S4N,0.13,0.00459,0.0033
1966-09-13,S4N,0.18,0.00636,0.00457
1966-09-14,S4N,0.11,0.00388,0.0028
1966-09-15,S4N,0.06,0.00212,0.00152
1966-09-16,S4N,0.05,0.00177,0.00127
1966-09-17,S4N,0.03,0.00106,0.00076
1966-09-18,S4N,0.01,0.00035,0.00025
1966-09-19,S4N,0.009,0.00032,0.00023
1966-09-20,S4N,0,0,0
1966-09-21,S4N,0,0,0
1966-09-22,S4N,0,0,0
1966-09-23,S4N,0,0,0
1966-09-24,S4N,0,0,0
1966-09-25,S4N,0,0,0
1966-09-26,S4N,0,0,0
1966-09-27,S4N,0,0,0
1966-09-28,S4N,0.05,0.00177,0.00127
1966-09-29,S4N,0.06,0.00212,0.00152
1966-09-30,S4N,0.1,0.00353,0.00254
1966-10-01,S4N,0.08,0.00283,0.00203
1966-10-02,S4N,0.08,0.00283,0.00203
1966-10-03,S4N,0.27,0.00954,0.00686
1966-10-04,S4N,0.42,0.01483,0.01067
1966-10-05,S4N,0.27,0.00954,0.00686
1966-10-06,S4N,0.23,0.00812,0.00584
1966-10-07,S4N,0.24,0.00848,0.0061
1966-10-08,S4N,0.17,0.006,0.00432
1966-10-09,S4N,0.13,0.00459,0.0033
1966-10-10,S4N,0.11,0.00388,0.0028
1966-10-11,S4N,0.09,0.00318,0.00229
1966-10-12,S4N,0.09,0.00318,0.00229
1966-10-13,S4N,0.11,0.00388,0.0028
1966-10-14,S4N,2.03,0.07169,0.05159
1966-10-15,S4N,1.92,0.0678,0.04879
1966-10-16,S4N,1.29,0.04556,0.03278
1966-10-17,S4N,1,0.03532,0.02541
1966-10-18,S4N,0.85,0.03002,0.0216
1966-10-19,S4N,0.71,0.02507,0.01804
1966-10-20,S4N,0.63,0.02225,0.01601
1966-10-21,S4N,0.42,0.01483,0.01067
1966-10-22,S4N,0.59,0.02084,0.01499
1966-10-23,S4N,0.61,0.02154,0.0155
1966-10-24,S4N,0.47,0.0166,0.01194
1966-10-25,S4N,0.39,0.01377,0.00991
1966-10-26,S4N,0.37,0.01307,0.0094
1966-10-27,S4N,0.31,0.01095,0.00788
1966-10-28,S4N,0.36,0.01271,0.00915
1966-10-29,S4N,0.31,0.01095,0.00788
1966-10-30,S4N,0.29,0.01024,0.00737
1966-10-31,S4N,0.28,0.00989,0.00712
1966-11-01,S4N,0.22,0.00777,0.00559
1966-11-02,S4N,0.16,0.00565,0.00407
1966-11-03,S4N,0.07,0.00247,0.00178
1966-11-04,S4N,0.05,0.00177,0.00127
1966-11-05,S4N,0.03,0.00106,0.00076
1966-11-06,S4N,0.02,0.00071,0.00051
1966-11-07,S4N,0.02,0.00071,0.00051
1966-11-08,S4N,0.02,0.00071,0.00051
1966-11-09,S4N,0.02,0.00071,0.00051
1966-11-10,S4N,0.02,0.00071,0.00051
1966-11-11,S4N,0.02,0.00071,0.00051
1966-11-12,S4N,0.02,0.00071,0.00051
1966-11-13,S4N,0.02,0.00071,0.00051
1966-11-14,S4N,0.02,0.00071,0.00051
1966-11-15,S4N,0.02,0.00071,0.00051
1966-11-16,S4N,0.02,0.00071,0.00051
1966-11-17,S4N,0.02,0.00071,0.00051
1966-11-18,S4N,0.02,0.00071,0.00051
1966-11-19,S4N,0.02,0.00071,0.00051
1966-11-20,S4N,0.02,0.00071,0.00051
1966-11-21,S4N,0.02,0.00071,0.00051
1966-11-22,S4N,0.08,0.00283,0.00203
1966-11-23,S4N,0.09,0.00318,0.00229
1966-11-24,S4N,0.08,0.00283,0.00203
1966-11-25,S4N,0.08,0.00283,0.00203
1966-11-26,S4N,0.08,0.00283,0.00203
1966-11-27,S4N,0.01,0.00035,0.00025
1966-11-28,S4N,0,0,0
1966-11-29,S4N,0,0,0
1966-11-30,S4N,0,0,0
1966-12-01,S4N,0,0,0
1966-12-02,S4N,0,0,0
1966-12-03,S4N,0,0,0
1966-12-04,S4N,0,0,0
1966-12-05,S4N,0,0,0
1966-12-06,S4N,0,0,0
1966-12-07,S4N,0,0,0
1966-12-08,S4N,0,0,0
1966-12-09,S4N,0,0,0
1966-12-10,S4N,0,0,0
1966-12-11,S4N,0,0,0
1966-12-12,S4N,0,0,0
1966-12-13,S4N,0,0,0
1966-12-14,S4N,0,0,0
1966-12-15,S4N,0,0,0
1966-12-16,S4N,0,0,0
1966-12-17,S4N,0,0,0
1966-12-18,S4N,0,0,0
1966-12-19,S4N,0,0,0
1966-12-20,S4N,0,0,0
1966-12-21,S4N,0,0,0
1966-12-22,S4N,0,0,0
1966-12-23,S4N,0,0,0
1966-12-24,S4N,0,0,0
1966-12-25,S4N,0,0,0
1966-12-26,S4N,0,0,0
1966-12-27,S4N,0,0,0
1966-12-28,S4N,0,0,0
1966-12-29,S4N,0,0,0
1966-12-30,S4N,0,0,0
1966-12-31,S4N,0,0,0
1967-01-01,S4N,0,0,0
1967-01-02,S4N,0,0,0
1967-01-03,S4N,0,0,0
1967-01-04,S4N,0,0,0
1967-01-05,S4N,0,0,0
1967-01-06,S4N,0,0,0
1967-01-07,S4N,0,0,0
1967-01-08,S4N,0,0,0
1967-01-09,S4N,0,0,0
1967-01-10,S4N,0,0,0
1967-01-11,S4N,0,0,0
1967-01-12,S4N,0,0,0
1967-01-13,S4N,0,0,0
1967-01-14,S4N,0,0,0
1967-01-15,S4N,0,0,0
1967-01-16,S4N,0,0,0
1967-01-17,S4N,0,0,0
1967-01-18,S4N,0,0,0
1967-01-19,S4N,0,0,0
1967-01-20,S4N,0,0,0
1967-01-21,S4N,0,0,0
1967-01-22,S4N,0,0,0
1967-01-23,S4N,0,0,0
1967-01-24,S4N,0,0,0
1967-01-25,S4N,0,0,0
1967-01-26,S4N,0,0,0
1967-01-27,S4N,0,0,0
1967-01-28,S4N,0,0,0
1967-01-29,S4N,0,0,0
1967-01-30,S4N,0,0,0
1967-01-31,S4N,0,0,0
1967-02-01,S4N,0,0,0
1967-02-02,S4N,0,0,0
1967-02-03,S4N,0,0,0
1967-02-04,S4N,0,0,0
1967-02-05,S4N,0,0,0
1967-02-06,S4N,0,0,0
1967-02-07,S4N,0,0,0
1967-02-08,S4N,0,0,0
1967-02-09,S4N,0,0,0
1967-02-10,S4N,0,0,0
1967-02-11,S4N,0,0,0
1967-02-12,S4N,0,0,0
1967-02-13,S4N,0,0,0
1967-02-14,S4N,0,0,0
1967-02-15,S4N,0,0,0
1967-02-16,S4N,0,0,0
1967-02-17,S4N,0,0,0
1967-02-18,S4N,0,0,0
1967-02-19,S4N,0,0,0
1967-02-20,S4N,0,0,0
1967-02-21,S4N,0,0,0
1967-02-22,S4N,0,0,0
1967-02-23,S4N,0,0,0
1967-02-24,S4N,0,0,0
1967-02-25,S4N,0,0,0
1967-02-26,S4N,0,0,0
1967-02-27,S4N,0,0,0
1967-02-28,S4N,0,0,0
1967-03-01,S4N,0,0,0
1967-03-02,S4N,0,0,0
1967-03-03,S4N,0,0,0
1967-03-04,S4N,0,0,0
1967-03-05,S4N,0,0,0
1967-03-06,S4N,0,0,0
1967-03-07,S4N,0,0,0
1967-03-08,S4N,0,0,0
1967-03-09,S4N,0,0,0
1967-03-10,S4N,0,0,0
1967-03-11,S4N,0,0,0
1967-03-12,S4N,0,0,0
1967-03-13,S4N,0,0,0
1967-03-14,S4N,0,0,0
1967-03-15,S4N,0,0,0
1967-03-16,S4N,0,0,0
1967-03-17,S4N,0,0,0
1967-03-18,S4N,0,0,0
1967-03-19,S4N,0,0,0
1967-03-20,S4N,0,0,0
1967-03-21,S4N,0,0,0
1967-03-22,S4N,0,0,0
1967-03-23,S4N,0,0,0
1967-03-24,S4N,0,0,0
1967-03-25,S4N,0,0,0
1967-03-26,S4N,0,0,0
1967-03-27,S4N,0,0,0
1967-03-28,S4N,0,0,0
1967-03-29,S4N,0.18,0.00636,0.00457
1967-03-30,S4N,4.01,0.14161,0.1019
1967-03-31,S4N,8.18,0.28888,0.20787
1967-04-01,S4N,3.68,0.12996,0.09352
1967-04-02,S4N,5.77,0.20377,0.14663
1967-04-03,S4N,5.11,0.18046,0.12985
1967-04-04,S4N,7.2,0.25427,0.18296
1967-04-05,S4N,6.39,0.22566,0.16238
1967-04-06,S4N,5.85,0.20659,0.14866
1967-04-07,S4N,5.85,0.20659,0.14866
1967-04-08,S4N,9.41,0.33231,0.23912
1967-04-09,S4N,14.65,0.51736,0.37228
1967-04-10,S4N,7.99,0.28217,0.20304
1967-04-11,S4N,7.36,0.25992,0.18703
1967-04-12,S4N,7.87,0.27793,0.19999
1967-04-13,S4N,7.57,0.26733,0.19237
1967-04-14,S4N,8.7,0.30724,0.22108
1967-04-15,S4N,8,0.28252,0.20329
1967-04-16,S4N,7.13,0.2518,0.18119
1967-04-17,S4N,11.84,0.41813,0.30088
1967-04-18,S4N,9.5,0.33549,0.24141
1967-04-19,S4N,7.82,0.27616,0.19872
1967-04-20,S4N,9.69,0.3422,0.24624
1967-04-21,S4N,10.17,0.35915,0.25844
1967-04-22,S4N,8.53,0.30124,0.21676
1967-04-23,S4N,7.58,0.26769,0.19262
1967-04-24,S4N,6.99,0.24685,0.17763
1967-04-25,S4N,6.25,0.22072,0.15882
1967-04-26,S4N,5.49,0.19388,0.13951
1967-04-27,S4N,4.63,0.16351,0.11766
1967-04-28,S4N,4.93,0.1741,0.12528
1967-04-29,S4N,5.2,0.18364,0.13214
1967-04-30,S4N,8.25,0.29135,0.20965
1967-05-01,S4N,10.42,0.36798,0.26479
1967-05-02,S4N,8.5,0.30018,0.216
1967-05-03,S4N,7.09,0.25038,0.18017
1967-05-04,S4N,5.89,0.20801,0.14968
1967-05-05,S4N,4.68,0.16527,0.11893
1967-05-06,S4N,3.9,0.13773,0.09911
1967-05-07,S4N,3.74,0.13208,0.09504
1967-05-08,S4N,3.48,0.1229,0.08843
1967-05-09,S4N,3.12,0.11018,0.07928
1967-05-10,S4N,3.43,0.12113,0.08716
1967-05-11,S4N,3.51,0.12396,0.0892
1967-05-12,S4N,2.42,0.08546,0.0615
1967-05-13,S4N,2.16,0.07628,0.05489
1967-05-14,S4N,1.95,0.06886,0.04955
1967-05-15,S4N,1.7,0.06004,0.0432
1967-05-16,S4N,1.48,0.05227,0.03761
1967-05-17,S4N,1.33,0.04697,0.0338
1967-05-18,S4N,1.11,0.0392,0.02821
1967-05-19,S4N,0.91,0.03214,0.02312
1967-05-20,S4N,0.75,0.02649,0.01906
1967-05-21,S4N,0.79,0.0279,0.02008
1967-05-22,S4N,0.87,0.03072,0.02211
1967-05-23,S4N,0.88,0.03108,0.02236
1967-05-24,S4N,0.65,0.02295,0.01652
1967-05-25,S4N,0.65,0.02295,0.01652
